iter	Logloss
197	0.6528126149
198	0.6526132219
199	0.6524576766
200	0.6522644557
201	0.6521098105
202	0.6519284195
203	0.6517463427
204	0.6515399204
205	0.6513645301
206	0.6511629083
207	0.6510095918
208	0.6508355301
209	0.6506283364
210	0.6504602325
211	0.6502694976
212	0.6501140809
213	0.6499174311
214	0.6497431123
215	0.6495504915
216	0.6493980322
217	0.6492456158
218	0.649079655
219	0.6489014358
220	0.6487414328
221	0.6485516837
222	0.6483999531
223	0.6482347638
224	0.6480188263
225	0.6478352922
226	0.6476407855
227	0.6474477361
228	0.6472836184
229	0.6470863257
230	0.6469052347
231	0.6467554328
232	0.6465567685
233	0.6463835641
234	0.646205945
235	0.6460233538
236	0.6458432916
237	0.6456423127
238	0.6454522208
239	0.6452761875
240	0.6451182419
241	0.64494178
242	0.6447463303
243	0.6445608246
244	0.6443707755
245	0.6442126156
246	0.6440459691
247	0.6438581488
248	0.6436670282
249	0.6435010674
250	0.6433375498
251	0.6431478007
252	0.6429625522
253	0.642800149
254	0.6426278018
255	0.6424685275
256	0.642281393
257	0.6421360916
258	0.6419374273
259	0.6417924259
260	0.64160482
261	0.6414282295
262	0.6412835282
263	0.6411083093
264	0.6409323617
265	0.6407634864
266	0.6406157419
267	0.6404256499
268	0.6402262998
269	0.6400610677
270	0.6398806626
271	0.6397050579
272	0.6395109798
273	0.6393280029
274	0.6391727147
275	0.6390293421
276	0.6388609811
277	0.6386937774
278	0.6385024424
279	0.6383539693
280	0.6381982953
281	0.6380321203
282	0.6378455859
283	0.6376477788
284	0.6374857613
285	0.637324301
286	0.637170513
287	0.6369957227
288	0.6368235042
289	0.6366586578
290	0.6365003264
291	0.6363157637
292	0.6361763343
293	0.6359992724
294	0.6358441128
295	0.6356700083
296	0.635515363
297	0.6353534313
298	0.6351987003
299	0.6350126802
300	0.6348301748
301	0.634665157
302	0.6344715076
303	0.634309833
304	0.6341684749
305	0.6339703249
306	0.6337912056
307	0.6336429467
308	0.6335027459
309	0.6333227265
310	0.633165038
311	0.6329869474
312	0.6328312735
313	0.6326945873
314	0.6325111818
315	0.6323351914
316	0.632186161
317	0.6320318158
318	0.6318767419
319	0.6317216252
320	0.6315662513
321	0.6314090772
322	0.6312304293
323	0.6310551676
324	0.6308858636
325	0.6307512776
326	0.6305697152
327	0.630429943
328	0.6302822413
329	0.6301337253
330	0.6299611638
331	0.6297904454
332	0.6296367431
333	0.6295031001
334	0.6293433972
335	0.62919771
336	0.6290474367
337	0.6288890196
338	0.6287201442
339	0.628578186
340	0.6284460432
341	0.6282610518
342	0.6281045635
343	0.6279266872
344	0.6277548115
345	0.6275755207
346	0.6274140176
347	0.627260701
348	0.6270884825
349	0.6269130064
350	0.6267421594
351	0.6266054303
352	0.6264556285
353	0.6263119987
354	0.6261792987
355	0.6260351117
356	0.6258895531
357	0.6257433088
358	0.6255780338
359	0.6254291749
360	0.6252591422
361	0.6251173984
362	0.6249535807
363	0.6248118368
364	0.6246507623
365	0.6244769579
366	0.6243097541
367	0.624140793
368	0.6239912912
369	0.6238393033
370	0.6236728282
371	0.6235157827
372	0.6233706528
373	0.623219265
374	0.6230568618
375	0.6228710989
376	0.6227317982
377	0.6226053131
378	0.6224393523
379	0.622309224
380	0.6221752381
381	0.6220496531
382	0.6218797062
383	0.6217224893
384	0.6215708015
385	0.6214178278
386	0.6212513527
387	0.6211044226
388	0.620938419
389	0.6207626428
390	0.6206058545
391	0.6204378792
392	0.6203134515
393	0.6201615066
394	0.6199924169
395	0.6198682892
396	0.6196946991
397	0.6195202945
398	0.6193515478
399	0.6191879444
400	0.6190220694
401	0.6188984989
402	0.6187417534
403	0.6186021955
404	0.6184408638
405	0.6183096211
406	0.6181470464
407	0.6179886721
408	0.6178666447
409	0.6177065131
410	0.6175616832
411	0.6173931936
412	0.6172445919
413	0.6170836031
414	0.6169442166
415	0.6167803989
416	0.6166191101
417	0.616487996
418	0.6163665257
419	0.6162256819
420	0.616085524
421	0.6159354221
422	0.6157777765
423	0.6156379185
424	0.6155143052
425	0.6153711469
426	0.615213287
427	0.6150520839
428	0.6149325424
429	0.6147859552
430	0.6146388536
431	0.6144955239
432	0.6143399356
433	0.6142212943
434	0.6141016242
435	0.6139833257
436	0.6138504114
437	0.6136832505
438	0.6135216617
439	0.6133612301
440	0.6132280157
441	0.6131029022
442	0.6129588438
443	0.6128117422
444	0.6126486103
445	0.6125040376
446	0.6123613508
447	0.6122443381
448	0.6120927361
449	0.6119754234
450	0.61182425
451	0.6116722621
452	0.611555721
453	0.6114388798
454	0.6113003506
455	0.6111611356
456	0.6110401796
457	0.6108873774
458	0.6107290889
459	0.6105730293
460	0.610414655
461	0.6102719253
462	0.6101160371
463	0.6099634921
464	0.6098167334
465	0.6097020781
466	0.6095480758
467	0.6094274628
468	0.6092795897
469	0.6091403747
470	0.6089884297
471	0.6088329701
472	0.608719515
473	0.6085724134
474	0.608425869
475	0.608295955
476	0.6081500964
477	0.60799768
478	0.6078483496
479	0.607698162
480	0.6075820923
481	0.6074607078
482	0.6073370944
483	0.6072008797
484	0.6070520637
485	0.6068985328
486	0.6067504883
487	0.6066381905
488	0.6064806306
489	0.6063507594
490	0.6061993717
491	0.6060495698
492	0.6059361576
493	0.605825017
494	0.6056795442
495	0.6055318425
496	0.6053947706
497	0.6052426113
498	0.605119298
499	0.6049905413
500	0.6048445969
501	0.6046995527
502	0.6045896123
503	0.604470328
504	0.6043344562
505	0.6041899692
506	0.6040621983
507	0.6039175827
508	0.603776396
509	0.6036534684
510	0.6035073955
511	0.6033864825
512	0.6032470532
513	0.6031053522
514	0.6029687089
515	0.6028608686
516	0.6027257684
517	0.6025881821
518	0.6024535104
519	0.6023028084
520	0.6021954826
521	0.6020766698
522	0.6019617145
523	0.6018315862
524	0.6017012007
525	0.6015732154
526	0.6014346433
527	0.6013141161
528	0.6011942317
529	0.6010485017
530	0.6009427188
531	0.6008147765
532	0.6006727326
533	0.6005581631
534	0.6004343354
535	0.6003192087
536	0.6001765648
537	0.6000259057
538	0.5998864763
539	0.5997707067
540	0.599630463
541	0.5994777894
542	0.5993305592
543	0.5991912156
544	0.5990407708
545	0.598894055
546	0.5987722847
547	0.5986329411
548	0.5984901257
549	0.5983425526
550	0.5981965654
551	0.598051264
552	0.5979045911
553	0.5977820921
554	0.5976453631
555	0.5975121487
556	0.5973730623
557	0.5972461486
558	0.5971083909
559	0.5970048797
560	0.5968710224
561	0.5967628393
562	0.5966453981
563	0.5965426584
564	0.5964294605
565	0.5962996751
566	0.5961967211
567	0.5960702789
568	0.5959352215
569	0.5957969923
570	0.5956653638
571	0.5955308636
572	0.5953942631
573	0.5952707355
574	0.5951398357
575	0.595016008
576	0.594877093
577	0.5947433643
578	0.5946178651
579	0.594476807
580	0.5943433354
581	0.594229666
582	0.5941300982
583	0.5940008271
584	0.5938607977
585	0.5937219684
586	0.5936010125
587	0.5934578542
588	0.5933317549
589	0.5932043697
590	0.593090786
591	0.5929548285
592	0.5928511459
593	0.5927418484
594	0.5926122773
595	0.5924728908
596	0.5923375762
597	0.5922014044
598	0.5921034224
599	0.5919884671
600	0.5918732118
601	0.5917328824
602	0.5916242278
603	0.5915212738
604	0.5913866022
605	0.5912697181
606	0.5911721647
607	0.5910398505
608	0.5908980637
609	0.5907837943
610	0.5906759541
611	0.5905732144
612	0.5904440719
613	0.5903412894
614	0.590244679
615	0.5901134362
616	0.5900020814
617	0.589884383
618	0.5897889727
619	0.5896729459
620	0.5895440605
621	0.5894424781
622	0.5893052348
623	0.5891711203
624	0.5890476355
625	0.5889361949
626	0.5888352983
627	0.5887081703
628	0.5885704126
629	0.588461158
630	0.5883606043
631	0.5882324905
632	0.5881171066
633	0.5879894642
634	0.5878928538
635	0.5877589537
636	0.5876412981
637	0.5875303718
638	0.58740723
639	0.5872868741
640	0.5871704616
641	0.5870410191
642	0.5869156055
643	0.5867893348
644	0.5866631926
645	0.5865295067
646	0.586398264
647	0.5862827944
648	0.5861897844
649	0.5860776151
650	0.585946801
651	0.585815944
652	0.5856945595
653	0.5855760039
654	0.5854565053
655	0.5853284772
656	0.585204821
657	0.5850795789
658	0.584964495
659	0.5848464109
660	0.5847544295
661	0.5846450463
662	0.584529491
663	0.5844129927
664	0.5842946942
665	0.5841704808
666	0.5840536825
667	0.5839239399
668	0.5837962976
669	0.5837058592
670	0.5836028624
671	0.5834838353
672	0.5833548214
673	0.5832257217
674	0.5831088805
675	0.5829937967
676	0.5828943145
677	0.5827829597
678	0.5826835204
679	0.5825634217
680	0.5824526669
681	0.582339769
682	0.5822200989
683	0.5821268317
684	0.5820021469
685	0.5819060079
686	0.5818050685
687	0.5817158731
688	0.5816097474
689	0.5814836909
690	0.5813854089
691	0.5812807405
692	0.5811784723
693	0.5810588022
694	0.580949719
695	0.5808591093
696	0.5807610415
697	0.5806490437
698	0.5805198584
699	0.5803978738
700	0.5802941483
701	0.5801824934
702	0.5800924837
703	0.5799671987
704	0.5798525007
705	0.5797328306
706	0.5796300909
707	0.5795430387
708	0.5794568865
709	0.5793272726
710	0.5792094027
711	0.5790999338
712	0.579011167
713	0.5789122849
714	0.5787951009
715	0.5786907753
716	0.5785929648
717	0.5784916396
718	0.5783896285
719	0.5782844886
720	0.5781687619
721	0.5780513635
722	0.5779350795
723	0.5778163524
724	0.5776941107
725	0.5775900851
726	0.5774891885
727	0.5773924924
728	0.577286881
729	0.5772024433
730	0.5771026183
731	0.5769747188
732	0.5768546201
733	0.5767398791
734	0.5766245381
735	0.5764998532
736	0.5763964707
737	0.5763079182
738	0.5761926201
739	0.5760780077
740	0.5759667386
741	0.5758830724
742	0.5757723176
743	0.5756756215
744	0.5755928554
745	0.5754859581
746	0.575393591
747	0.5752881939
748	0.5751718243
749	0.5750737994
750	0.574965402
751	0.5748736778
752	0.5747591512
753	0.5746771995
754	0.5745637872
755	0.5744690627
756	0.5743577507
757	0.5742757562
758	0.5741599865
759	0.5740663336
760	0.5739498353
761	0.5738377518
762	0.5737331262
763	0.5736339869
764	0.5735397339
765	0.5734284647
766	0.5733339117
767	0.5732495597
768	0.5731377762
769	0.5730191777
770	0.5729192669
771	0.5728359008
772	0.5727285321
773	0.5726201347
774	0.5725049222
775	0.5724094691
776	0.572300343
777	0.5722106762
778	0.5721052363
779	0.5719884808
780	0.5718832123
781	0.5717901594
782	0.5716846337
783	0.5715752505
784	0.5714959562
785	0.5714166191
786	0.5713163226
787	0.5712242555
788	0.5711290595
789	0.5710070321
790	0.5709113646
791	0.5708012956
792	0.5707226871
793	0.5706044744
794	0.5705023776
795	0.5704123251
796	0.5703182435
797	0.5702245477
798	0.5701233082
799	0.5700142678
800	0.569916543
801	0.5698022307
802	0.5696993624
803	0.5696218255
804	0.5695177143
805	0.5694117171
806	0.5693350803
807	0.5692539001
808	0.5691768775
809	0.569099812
810	0.5690132313
811	0.5689064626
812	0.5688113952
813	0.5687121273
814	0.5686045872
815	0.5685275217
816	0.5684507563
817	0.5683711191
818	0.5682814952
819	0.5682000578
820	0.5681103481
821	0.5680339685
822	0.5679579317
823	0.5678533918
824	0.5677523667
825	0.5676398545
826	0.5675596602
827	0.567468236
828	0.5673696111
829	0.5672794299
830	0.5672039503
831	0.5671080257
832	0.5670332319
833	0.566942965
834	0.5668431829
835	0.5667355998
836	0.5666290455
837	0.5665281489
838	0.5664182084
839	0.5663303847
840	0.5662323598
841	0.5661319347
842	0.5660175795
843	0.5659401283
844	0.5658659346
845	0.5657801253
846	0.5656818004
847	0.5655947482
848	0.5655070101
849	0.5654330736
850	0.5653400635
851	0.5652482536
852	0.5651738028
853	0.565072649
854	0.5649992268
855	0.5649123888
856	0.5648126495
857	0.5647155247
858	0.564607856
859	0.5645353339
860	0.5644313941
861	0.5643589148
862	0.564285364
863	0.5641969402
864	0.564124461
865	0.5640167493
866	0.5639227535
867	0.5638256287
868	0.5637423055
869	0.5636425661
870	0.5635704298
871	0.5634781912
872	0.5633946537
873	0.5633075157
874	0.5632164344
875	0.5631417264
876	0.5630587889
877	0.5629870811
878	0.5628783408
879	0.562776587
880	0.5626935637
881	0.5626229275
882	0.5625388756
883	0.5624524234
884	0.5623510982
885	0.5622628887
886	0.5621750221
887	0.5620960707
888	0.5619994603
889	0.5619289955
890	0.5618410003
891	0.5617528765
892	0.561651637
893	0.5615819867
894	0.5614826331
895	0.5614100253
896	0.5613395605
897	0.5612494222
898	0.5611581267
899	0.561088562
900	0.5610004811
901	0.5609216154
902	0.5608524794
903	0.560754326
904	0.5606661593
905	0.5605962518
906	0.5605266014
907	0.5604582797
908	0.5603887579
909	0.5603195362
910	0.5602230972
911	0.5601510466
912	0.5600577365
913	0.5599478389
914	0.5598378556
915	0.559761476
916	0.559655436
917	0.559551539
918	0.559465987
919	0.5593647046
920	0.5592971973
921	0.5592003297
922	0.5591104057
923	0.5590275968
924	0.5589424733
925	0.5588743231
926	0.558794986
927	0.5587166775
928	0.5586089659
929	0.5585049404
930	0.5584124447
931	0.5583133483
932	0.5582351685
933	0.5581327717
934	0.5580612354
935	0.5579944139
936	0.5579272495
937	0.5578515556
938	0.5577659178
939	0.5576987534
940	0.5576320605
941	0.557538579
942	0.557439997
943	0.5573737755
944	0.5572934526
945	0.5572060146
946	0.5571190052
947	0.557048069
948	0.5569788043
949	0.5568985243
950	0.5568014852
951	0.5567068036
952	0.556619237
953	0.5565489008
954	0.556453662
955	0.5563595804
956	0.5562603125
957	0.5561576586
958	0.5560724494
959	0.5559852686
960	0.5558839434
961	0.5557834754
962	0.5556995092
963	0.5556239439
964	0.5555430209
965	0.5554781282
966	0.5553886756
967	0.5553111816
968	0.5552351448
969	0.5551397774
970	0.5550538824
971	0.5549569291
972	0.5548799065
973	0.5548083702
974	0.5547294188
975	0.5546654691
976	0.5545947471
977	0.5545104809
978	0.5544210713
979	0.5543364621
980	0.554273241
981	0.5541729016
982	0.5540894069
983	0.5540258429
984	0.5539196743
985	0.5538238783
986	0.5537473271
987	0.5536547029
988	0.5535852668
989	0.5535220028
990	0.5534328932
991	0.5533699721
992	0.5532839486
993	0.553212198
994	0.5531223169
995	0.553029864
996	0.5529390828
997	0.5528366432
998	0.552742133
999	0.5526671677
1000	0.5525717575
1001	0.5524937062
1002	0.5524031821
1003	0.5523155298
1004	0.5522300634
1005	0.552167871
1006	0.5521020354
1007	0.5520395
1008	0.5519779505
1009	0.5519047426
1010	0.5518213336
1011	0.5517280664
1012	0.5516667741
1013	0.5515934805
1014	0.5515021849
1015	0.5514409783
1016	0.5513608268
1017	0.5512723173
1018	0.5511897226
1019	0.5511243156
1020	0.5510346488
1021	0.5509697561
1022	0.5509087209
1023	0.5508482001
1024	0.5507588762
1025	0.5506551507
1026	0.5505819428
1027	0.5504885041
1028	0.5504154248
1029	0.5503285012
1030	0.5502690519
1031	0.5501985871
1032	0.5501338659
1033	0.5500639155
1034	0.5499745058
1035	0.549913985
1036	0.5498193462
1037	0.5497332798
1038	0.5496647867
1039	0.5495979223
1040	0.5495031121
1041	0.5494165313
1042	0.549333551
1043	0.5492615003
1044	0.5491770198
1045	0.5490759089
1046	0.5489891138
1047	0.5489218208
1048	0.5488457412
1049	0.5487611321
1050	0.5486671791
1051	0.5485693257
1052	0.5484712151
1053	0.5483960355
1054	0.5483380007
1055	0.5482485482
1056	0.548168311
1057	0.5480765011
1058	0.5480076222
1059	0.5479481729
1060	0.547889538
1061	0.5478039431
1062	0.5477469798
1063	0.547661642
1064	0.5475926346
1065	0.5475086684
1066	0.5474242735
1067	0.5473560805
1068	0.547260413
1069	0.5471951774
1070	0.5471379998
1071	0.5470695067
1072	0.5469787683
1073	0.5469092466
1074	0.5468120361
1075	0.5467501865
1076	0.5466663489
1077	0.5465936982
1078	0.5465288912
1079	0.5464490398
1080	0.5463740317
1081	0.5462902798
1082	0.5462176719
1083	0.5461508504
1084	0.5460756709
1085	0.5460098352
1086	0.5459295551
1087	0.5458557043
1088	0.5457802247
1089	0.5457033736
1090	0.545622322
1091	0.5455443136
1092	0.5454753061
1093	0.5453898398
1094	0.5453335194
1095	0.5452627546
1096	0.5451774597
1097	0.5451105954
1098	0.545027615
1099	0.5449578789
1100	0.5448800419
1101	0.5448029765
1102	0.5447351691
1103	0.5446745626
1104	0.5445944968
1105	0.5445389908
1106	0.5444545103
1107	0.5443999044
1108	0.5443416553
1109	0.5442573033
1110	0.5442001686
1111	0.5441298753
1112	0.5440518669
1113	0.5439706009
1114	0.5438999648
1115	0.5438321146
1116	0.5437643501
1117	0.5436991574
1118	0.5436100906
1119	0.5435238099
1120	0.54344533
1121	0.5433613209
1122	0.5432816409
1123	0.5432136621
1124	0.5431598278
1125	0.5430823765
1126	0.5430060397
1127	0.5429287171
1128	0.5428714967
1129	0.5427940454
1130	0.542714494
1131	0.542633871
1132	0.5425759648
1133	0.5425221304
1134	0.5424402644
1135	0.542370614
1136	0.5422857477
1137	0.54221374
1138	0.5421600342
1139	0.5420953558
1140	0.5420185046
1141	0.5419472684
1142	0.5418705458
1143	0.5418094249
1144	0.5417544761
1145	0.541691898
1146	0.541629577
1147	0.5415752282
1148	0.5415075066
1149	0.5414505434
1150	0.5413710348
1151	0.5412931121
1152	0.5412025452
1153	0.5411287801
1154	0.5410506431
1155	0.5409811641
1156	0.5409112566
1157	0.5408494928
1158	0.54079703
1159	0.540730037
1160	0.5406666445
1161	0.5405924079
1162	0.5405402451
1163	0.540455336
1164	0.5404028732
1165	0.5403264935
1166	0.5402719733
1167	0.5402000942
1168	0.540138759
1169	0.5400592075
1170	0.5399791417
1171	0.5399059339
1172	0.5398271539
1173	0.5397701478
1174	0.5397191423
1175	0.5396681368
1176	0.539607616
1177	0.5395261357
1178	0.5394418266
1179	0.5393647612
1180	0.5393026116
1181	0.5392336899
1182	0.5391727833
1183	0.539122335
1184	0.5390536705
1185	0.5389765193
1186	0.5389170272
1187	0.5388438193
1188	0.5387581815
1189	0.5387028041
1190	0.5386430547
1191	0.5385661607
1192	0.5384890953
1193	0.5384210308
1194	0.5383707111
1195	0.5382944171
1196	0.5382381396
1197	0.5381574309
1198	0.5380952814
1199	0.5380458189
1200	0.5379809262
1201	0.5379101185
1202	0.5378602274
1203	0.5377974778
1204	0.5377481868
1205	0.5376991101
1206	0.5376285167
1207	0.5375672244
1208	0.5375182763
1209	0.5374450684
1210	0.5373962059
1211	0.5373353851
1212	0.537266592
1213	0.537192784
1214	0.5371226193
1215	0.537045811
1216	0.5369857617
1217	0.5369192831
1218	0.5368504471
1219	0.5367736816
1220	0.5366971305
1221	0.536614193
1222	0.5365437711
1223	0.5364662342
1224	0.5364024987
1225	0.5363396634
1226	0.5362742992
1227	0.5362262083
1228	0.5361494857
1229	0.5360997232
1230	0.536023815
1231	0.5359573364
1232	0.5358897863
1233	0.5358042342
1234	0.5357463708
1235	0.53567252
1236	0.5356109705
1237	0.5355534071
1238	0.5354965296
1239	0.5354212214
1240	0.5353480135
1241	0.5352910503
1242	0.5352437737
1243	0.5351733518
1244	0.5351255181
1245	0.5350538961
1246	0.5349948326
1247	0.5349365406
1248	0.5348707049
1249	0.5348112556
1250	0.5347355618
1251	0.5346887567
1252	0.534634108
1253	0.534555971
1254	0.534485892
1255	0.5344158558
1256	0.5343375902
1257	0.5342799412
1258	0.5342062618
1259	0.5341325396
1260	0.5340621177
1261	0.5340053258
1262	0.5339418047
1263	0.5338811982
1264	0.5338236777
1265	0.53375257
1266	0.5336824053
1267	0.5336249276
1268	0.5335697646
1269	0.5334993855
1270	0.5334266491
1271	0.5333722575
1272	0.5332951064
1273	0.5332164121
1274	0.5331540911
1275	0.5330967421
1276	0.5330411504
1277	0.532995674
1278	0.5329351532
1279	0.5328826476
1280	0.5328237984
1281	0.5327642205
1282	0.5326922127
1283	0.5326258627
1284	0.5325718998
1285	0.5325264234
1286	0.5324800041
1287	0.5324174688
1288	0.5323369316
1289	0.5322638522
1290	0.5322011026
1291	0.5321332953
1292	0.5320657452
1293	0.5320053958
1294	0.531930302
1295	0.531855251
1296	0.5318108462
1297	0.5317520827
1298	0.5316759602
1299	0.5316043811
1300	0.5315312589
1301	0.531468595
1302	0.5314244045
1303	0.5313484535
1304	0.5312691163
1305	0.5311983944
1306	0.5311482033
1307	0.53110397
1308	0.53105155
1309	0.5309841285
1310	0.5309275938
1311	0.5308626153
1312	0.5307909505
1313	0.5307472315
1314	0.5306894538
1315	0.5306299188
1316	0.53056164
1317	0.530493747
1318	0.5304282971
1319	0.5303701765
1320	0.5303264146
1321	0.5302695371
1322	0.530205073
1323	0.5301404803
1324	0.5300718157
1325	0.5300040513
1326	0.5299613181
1327	0.5298969397
1328	0.529829261
1329	0.5297728978
1330	0.5297277215
1331	0.5296585426
1332	0.5295813057
1333	0.5295080121
1334	0.5294471484
1335	0.52936944
1336	0.5293193346
1337	0.5292577851
1338	0.5292015504
1339	0.5291318572
1340	0.5290783657
1341	0.529029289
1342	0.5289556096
1343	0.5288952174
1344	0.5288535129
1345	0.5288043933
1346	0.5287497874
1347	0.5287076972
1348	0.5286489337
1349	0.5286067577
1350	0.5285575952
1351	0.5285071469
1352	0.5284439258
1353	0.5283862339
1354	0.5283224127
1355	0.5282614204
1356	0.5282034713
1357	0.5281405074
1358	0.528080158
1359	0.5280353675
1360	0.5279743323
1361	0.5279169833
1362	0.5278514048
1363	0.5277997563
1364	0.527729463
1365	0.5276637131
1366	0.5276038352
1367	0.5275630308
1368	0.5275030243
1369	0.5274597768
1370	0.5273981844
1371	0.5273572943
1372	0.5272882011
1373	0.5272262659
1374	0.5271672881
1375	0.5271230119
1376	0.5270596622
1377	0.5269973841
1378	0.5269500218
1379	0.5269097317
1380	0.5268475822
1381	0.5267935764
1382	0.5267356272
1383	0.5266948657
1384	0.5266450175
1385	0.5265916974
1386	0.5265454925
1387	0.5264982159
1388	0.526441767
1389	0.526383775
1390	0.5263131388
1391	0.526252918
1392	0.5262133138
1393	0.526150607
1394	0.5260982728
1395	0.5260583256
1396	0.5260059057
1397	0.5259582005
1398	0.5259116955
1399	0.525871234
1400	0.5258204428
1401	0.5257693944
1402	0.5257084021
1403	0.5256532819
1404	0.525614192
1405	0.5255712016
1406	0.5255113666
1407	0.5254638758
1408	0.5254080697
1409	0.5253443343
1410	0.5252793987
1411	0.5252164348
1412	0.5251619575
1413	0.525104737
1414	0.5250667615
1415	0.5250032403
1416	0.5249322613
1417	0.5248764552
1418	0.5248077478
1419	0.5247597427
1420	0.5247181667
1421	0.5246632608
1422	0.5245946391
1423	0.5245424764
1424	0.5244822127
1425	0.5244160341
1426	0.5243588565
1427	0.5242976928
1428	0.5242344717
1429	0.5241748081
1430	0.5241080295
1431	0.5240591671
1432	0.5240077329
1433	0.5239619994
1434	0.5239099653
1435	0.5238499588
1436	0.523784466
1437	0.5237308459
1438	0.5236730683
1439	0.5236116045
1440	0.5235643708
1441	0.523500764
1442	0.5234416147
1443	0.5233858944
1444	0.5233423897
1445	0.5232943417
1446	0.5232483939
1447	0.5231957596
1448	0.5231372105
1449	0.5230805472
1450	0.5230430003
1451	0.5229980812
1452	0.5229607486
1453	0.5229011278
1454	0.5228387211
1455	0.5227808577
1456	0.5227434823
1457	0.5226952199
1458	0.5226585302
1459	0.522596895
1460	0.5225419891
1461	0.5224946268
1462	0.5224481218
1463	0.5223921015
1464	0.5223474824
1465	0.5222885903
1466	0.5222320557
1467	0.5221754781
1468	0.5221387885
1469	0.5220736814
1470	0.5220237475
1471	0.5219750565
1472	0.5219388812
1473	0.5218771602
1474	0.5218224686
1475	0.5217562901
1476	0.5216921688
1477	0.5216345198
1478	0.5215983444
1479	0.5215355519
1480	0.521468259
1481	0.5214094098
1482	0.5213738774
1483	0.5213100991
1484	0.5212515499
1485	0.5212128028
1486	0.5211679694
1487	0.5211027767
1488	0.5210463277
1489	0.5209955365
1490	0.5209471456
1491	0.5209025265
1492	0.5208533641
1493	0.5208179602
1494	0.520769355
1495	0.5207266218
1496	0.5206700443
1497	0.5206143669
1498	0.520569062
1499	0.5205342153
1500	0.5204817097
1501	0.5204303184
1502	0.520394786
1503	0.5203319078
1504	0.5202641005
1505	0.5202184098
1506	0.5201628181
1507	0.5201007543
1508	0.520044734
1509	0.5200006721
1510	0.5199359508
1511	0.5198770587
1512	0.5198077941
1513	0.5197729046
1514	0.5197383581
